URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
50,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,75.0,24.0,0.5151515099479645,0.0293440736309873,158.26984126984127,0.24108170310701957,63.40436918917932,26.936507936507937,419.0,1738.0,3249.0,22.0,4.796892980437284
51,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,83.0,24.0,0.5514018640055901,0.03470588233252595,126.9873417721519,0.26705882352941174,50.90176023827252,20.873417721518987,454.0,1700.0,3290.0,11.0,4.977647058823529
52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,28.0,0.0,0.9999999642857155,0.0544747080652243,142.52173913043478,0.32684824902723736,57.139434951784814,22.26086956521739,168.0,514.0,1097.0,0.0,5.426070038910506
53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,104.0,39.0,0.454545451366815,0.034648187614793075,1169.0,0.22921108742004265,467.691684434968,201.66666666666666,430.0,1876.0,3353.0,16.0,4.645522388059701
54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,35.0,0.0,0.9999999714285723,0.03578732102680233,105.69642857142857,0.3169734151329243,42.4053607946246,17.214285714285715,310.0,978.0,1930.0,0.0,5.122699386503068
55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,15.0,6.0,0.4285714081632663,0.012244897942523949,108.90697674418605,0.32653061224489793,43.69340294257238,16.837209302325583,240.0,735.0,1508.0,1.0,5.443537414965986
56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,5.0,4.0,0.11111109876543349,0.003021148027126441,148.71428571428572,0.3081570996978852,59.60897712559345,23.428571428571427,102.0,331.0,662.0,2.0,5.341389728096677
58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,35.0,69.0,-0.32692307377958585,-0.02425106988284517,148.01754385964912,0.2831669044222539,59.32028430562855,24.31578947368421,397.0,1402.0,2756.0,2.0,5.069900142653353
59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,21.0,15.0,0.16666666203703717,0.008185538870142511,144.7,0.25375170532060026,57.98150068212824,24.4,186.0,733.0,1394.0,4.0,4.964529331514325
60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,74.0,38.0,0.3214285685586735,0.018045112772909717,123.79347826086956,0.23057644110275688,49.60962188078893,21.152173913043477,460.0,1995.0,3677.0,10.0,4.779448621553884
61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,53.0,3.0,0.8928571269132657,0.07256894038814378,91.84444444444445,0.2844702467343977,36.85156587647154,15.133333333333333,196.0,689.0,1329.0,4.0,5.0754716981132075
62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,9.0,1.0,0.7999999200000081,0.01995012463852837,136.58823529411765,0.22942643391521197,54.72706469121315,22.764705882352942,92.0,401.0,755.0,0.0,4.867830423940149
63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,36.0,9.0,0.599999986666667,0.022978723384698956,139.29166666666666,0.24851063829787234,55.81607092198581,23.875,292.0,1175.0,2138.0,4.0,4.7557446808510635
64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,28.0,8.0,0.5555555401234572,0.03149606294252588,160.44,0.31181102362204727,64.30072440944882,24.88,198.0,635.0,1330.0,1.0,5.376377952755906
65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,20.0,9.0,0.37931033174791956,0.02749999993125,83.0,0.255,33.302,13.620689655172415,102.0,400.0,797.0,0.0,5.1025
66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,6.0,0.0,0.9999998333333611,0.03571428550170068,96.9090909090909,0.32142857142857145,38.89220779220779,15.272727272727273,54.0,168.0,350.0,2.0,5.410714285714286
67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,27.0,37.0,-0.15624999755859378,-0.011709601859824822,82.78571428571429,0.19672131147540983,33.192974238875884,14.482142857142858,168.0,854.0,1492.0,19.0,4.544496487119438
68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,11.0,2.0,0.6923076390532585,0.04761904736709499,100.45454545454545,0.24867724867724866,40.28128908128909,17.181818181818183,47.0,189.0,364.0,1.0,4.904761904761905
69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,54.0,19.0,0.4794520482266843,0.029610829078163425,122.63492063492063,0.3536379018612521,49.19542341471276,18.523809523809526,418.0,1182.0,2586.0,0.0,5.602368866328257
70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,14.0,18.0,-0.12499999609375013,-0.007299270059672865,154.61904761904762,0.2791970802919708,61.959297879735836,25.523809523809526,153.0,548.0,1034.0,11.0,4.985401459854015
71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,24.0,37.0,-0.21311475060467622,-0.011981566809233579,124.5,0.23317972350230415,49.89327188940092,21.42,253.0,1085.0,1984.0,7.0,4.796313364055299
72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,33.0,49.0,-0.19512194883997624,-0.00900393921834331,146.14666666666668,0.29431626336522226,58.576393172012764,23.053333333333335,523.0,1777.0,3578.0,16.0,5.2374788970174455
73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,58.0,23.0,0.43209876009754616,0.019618834069720384,143.55714285714285,0.21300448430493274,57.50805893657912,25.142857142857142,380.0,1784.0,3205.0,19.0,4.685538116591928
74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,48.0,26.0,0.29729729327976634,0.014735432006205336,125.20588235294117,0.22705961152042867,50.17317678578465,21.529411764705884,339.0,1493.0,2714.0,18.0,4.767582049564635
75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,28.0,7.0,0.5999999828571434,0.023026315764225532,72.05882352941177,0.21271929824561403,28.908617131062954,13.088235294117647,194.0,912.0,1550.0,1.0,4.4714912280701755
76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,53.0,8.0,0.7377049059392639,0.030364372449146845,133.76271186440678,0.20715249662618085,53.58794574441319,24.10169491525424,307.0,1482.0,2497.0,4.0,4.4055330634278
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,38.0,6.0,0.7272727107438021,0.06490872197787277,159.23529411764707,0.23935091277890466,63.7898580121704,28.0,118.0,493.0,904.0,8.0,4.559837728194726
78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,50.0,16.0,0.5151515073461893,0.020643594401552157,148.6969696969697,0.2847601700060716,59.59269194679031,24.227272727272727,469.0,1647.0,3238.0,8.0,5.0279295689131756
79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,35.0,75.0,-0.36363636033057856,-0.03813155382446944,85.32835820895522,0.2221163012392755,34.220189804077805,14.880597014925373,233.0,1049.0,1898.0,13.0,4.563393708293613
80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,69.0,23.0,0.4999999945652175,0.0392826643558645,84.28378378378379,0.1699402220324509,33.781489602326495,15.324324324324325,199.0,1171.0,1938.0,5.0,4.421007685738685
81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,28.0,46.0,-0.24324323995617245,-0.014742014729941019,151.4468085106383,0.21457821457821458,60.66455469008661,25.51063829787234,262.0,1221.0,2192.0,4.0,4.886158886158886
82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,38.0,26.0,0.18749999707031256,0.008141112613201416,109.82716049382717,0.27408412483039346,44.04049784746303,17.80246913580247,404.0,1474.0,2887.0,9.0,5.111940298507463
83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,36.0,83.0,-0.3949579798743027,-0.04268846499301683,87.69565217391305,0.23069936421435058,35.17054061525096,15.173913043478262,254.0,1101.0,2007.0,15.0,4.607629427792916
84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,55.0,35.0,0.22222221975308645,0.012376237616103812,166.8,0.22462871287128713,66.80985148514853,28.836363636363636,363.0,1616.0,2844.0,5.0,4.729579207920792
85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,25.0,13.0,0.31578946537396146,0.015624999979654948,196.91666666666666,0.24348958333333334,78.8640625,31.958333333333332,187.0,768.0,1503.0,1.0,5.186197916666667
86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,40.0,25.0,0.23076922721893497,0.012448132769752585,205.51351351351352,0.2705394190871369,82.31362117304026,32.189189189189186,326.0,1205.0,2406.0,1.0,5.352697095435684
87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,42.0,52.0,-0.10638297759167045,-0.005733944950840628,142.42465753424656,0.27293577981651373,57.07903732562524,23.356164383561644,476.0,1744.0,3355.0,6.0,5.025802752293578
88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,38.0,12.0,0.5199999896000003,0.007172413791124851,83.16460905349794,0.2333793103448276,33.35919534553711,14.292181069958847,846.0,3625.0,6095.0,7.0,4.683862068965517
89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,41.0,54.0,-0.1368421038227147,-0.007178354496312338,127.87951807228916,0.2578685808945334,51.25495466127347,21.373493975903614,467.0,1811.0,3423.0,12.0,4.927112092766428
90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,30.0,71.0,-0.4059405900401922,-0.026762402071303912,164.38333333333333,0.35052219321148825,65.89354221061792,25.283333333333335,537.0,1532.0,3266.0,0.0,5.486945169712794
91,https://insights.blackcoffer.com/human-rights-outlook/,5.0,3.0,0.24999996875000394,0.011494252807504294,107.77777777777777,0.21839080459770116,43.198467432950196,18.77777777777778,38.0,174.0,318.0,2.0,4.655172413793103
92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,47.0,4.0,0.8431372383698581,0.04142581884255701,133.51162790697674,0.23795761078998073,53.49983420710669,22.46511627906977,247.0,1038.0,1816.0,2.0,4.641618497109826
93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,51.0,34.0,0.19999999764705886,0.009179265653790892,90.39495798319328,0.22624190064794816,36.248479953536496,15.436974789915967,419.0,1852.0,3439.0,6.0,4.880669546436285
94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,61.0,16.0,0.5844155768257717,0.02436383322990588,121.57954545454545,0.273957769355712,48.74140128956047,20.079545454545453,506.0,1847.0,3396.0,5.0,4.883595018949648
95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,38.0,34.0,0.05555555478395063,0.0036764705848561846,133.875,0.24724264705882354,53.64889705882353,22.375,269.0,1088.0,2056.0,3.0,4.963235294117647
96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,19.0,44.0,-0.3968253905265811,-0.01385809311870394,178.03174603174602,0.2804878048780488,71.32489353464963,28.396825396825395,506.0,1804.0,3491.0,1.0,5.260532150776053
97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,20.0,42.0,-0.35483870395421446,-0.02213279675841771,129.86666666666667,0.24647887323943662,52.04525821596244,21.622222222222224,245.0,994.0,1862.0,4.0,4.945674044265593
98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,43.0,48.0,-0.05494505434126314,-0.004045307440092793,96.61643835616438,0.24110032362459546,38.74301547191559,16.767123287671232,298.0,1236.0,2313.0,37.0,4.775080906148867
99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,31.0,28.0,0.050847456765297346,0.002697841724192588,188.02857142857144,0.25449640287769787,75.31322713257966,31.6,283.0,1112.0,2106.0,12.0,4.955035971223022
100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,27.0,44.0,-0.23943661634596317,-0.01271503364793191,142.875,0.268511593118923,57.25740463724757,22.875,359.0,1337.0,2535.0,4.0,5.0680628272251305
101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,6.0,3.0,0.33333329629630043,0.015075376808666448,106.4,0.20100502512562815,42.64040201005025,19.3,40.0,199.0,340.0,2.0,4.42713567839196
102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,30.0,47.0,-0.2207792179119582,-0.014912280688673436,112.43859649122807,0.23596491228070177,45.069824561403514,19.43859649122807,269.0,1140.0,2064.0,13.0,4.7
103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,13.0,25.0,-0.31578946537396146,-0.018461538433136096,119.46875,0.25846153846153846,47.890884615384614,19.875,168.0,650.0,1212.0,4.0,4.952307692307692
104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,31.0,57.0,-0.2954545420971075,-0.02280701752385349,138.01960784313727,0.28157894736842104,55.32047471620228,22.098039215686274,321.0,1140.0,2250.0,2.0,5.230701754385965
105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,33.0,35.0,-0.02941176427335641,-0.0017841213186582325,159.30769230769232,0.22033898305084745,63.811212516297275,27.871794871794872,247.0,1121.0,1978.0,6.0,4.607493309545049
106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,7.0,3.0,0.39999996000000404,0.009876543185490017,200.07692307692307,0.33827160493827163,80.16607787274455,30.384615384615383,137.0,405.0,816.0,0.0,5.4790123456790125
107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,27.0,3.0,0.7999999733333342,0.0380348652329083,117.36666666666666,0.196513470681458,47.02527205493925,20.6,124.0,631.0,1083.0,4.0,4.648177496038035
108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,39.0,58.0,-0.19587628664045065,-0.01759259257630315,200.42424242424244,0.2777777777777778,80.28080808080809,31.636363636363637,300.0,1080.0,2104.0,3.0,5.187962962962963
109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,34.0,26.0,0.13333333111111115,0.010752688157590473,118.875,0.13978494623655913,47.60591397849463,22.75,104.0,744.0,1195.0,42.0,4.17741935483871
110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,9.0,39.0,-0.6249999869791669,-0.02780352175365753,132.69387755102042,0.26969416126042633,53.18542868491234,21.367346938775512,291.0,1079.0,2057.0,2.0,5.101019462465246
111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,22.0,33.0,-0.19999999636363644,-0.010556621870866964,122.05660377358491,0.2706333973128599,48.93089486835911,19.50943396226415,282.0,1042.0,2110.0,0.0,5.266794625719769
112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,33.0,52.0,-0.22352940913494815,-0.01814708689766276,126.41176470588235,0.28462273161413565,50.6785549749986,20.019607843137255,298.0,1047.0,2067.0,2.0,5.231136580706782
113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,28.0,36.0,-0.12499999804687503,-0.006139677662210531,144.03773584905662,0.25709900230237914,57.717933940543595,23.943396226415093,335.0,1303.0,2400.0,10.0,4.925556408288565
114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,52.0,48.0,0.0399999996,0.0024691358009449778,129.22535211267606,0.22901234567901235,51.78174578334204,22.112676056338028,371.0,1620.0,2914.0,4.0,4.738271604938272
115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,29.0,46.0,-0.2266666636444445,-0.008956796623310434,145.3421052631579,0.2655426765015806,58.24305917586379,24.07894736842105,504.0,1898.0,3461.0,10.0,4.895152792413066
116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,29.0,25.0,0.07407407270233199,0.00447427292564399,358.7692307692308,0.1342281879194631,143.5613835828601,68.0,120.0,894.0,1409.0,44.0,4.242729306487695
117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,50.0,80.0,-0.23076922899408286,-0.015274949075725585,164.2876712328767,0.2683299389002037,65.82240046871077,26.506849315068493,527.0,1964.0,3803.0,13.0,5.158350305498982
118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,47.0,55.0,-0.0784313717800846,-0.006196746703178352,87.6875,0.19132455460883036,35.15152982184353,16.0,247.0,1291.0,2249.0,7.0,4.5042602633617355
119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,8.0,14.0,-0.27272726033057904,-0.01704545449702996,122.88888888888889,0.2869318181818182,49.27032828282828,19.11111111111111,101.0,352.0,678.0,1.0,5.357954545454546
120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,51.0,92.0,-0.2867132847082987,-0.018824609725057572,146.3846153846154,0.275941230486685,58.664222646040834,23.626373626373628,601.0,2178.0,4143.0,4.0,5.1707988980716255
121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,56.0,65.0,-0.0743801646745441,-0.005504587152596582,132.9848484848485,0.17920489296636086,53.26562135112595,24.37878787878788,293.0,1635.0,2763.0,36.0,4.423853211009174
122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,47.0,69.0,-0.18965517077883473,-0.012229016113269028,115.49438202247191,0.2462479155086159,46.29625197519221,19.325842696629213,443.0,1799.0,3257.0,14.0,4.807115063924402
123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,58.0,86.0,-0.1944444430941358,-0.015192620718832001,142.73684210526315,0.25773195876288657,57.19782962561042,23.842105263157894,475.0,1843.0,3456.0,19.0,4.944112859468258
124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,55.0,74.0,-0.14728682056366807,-0.00961538461051853,196.80645161290323,0.29554655870445345,78.84079926864308,31.403225806451612,584.0,1976.0,3794.0,8.0,5.221153846153846
125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,60.0,18.0,0.5384615315581855,0.02237613211381133,179.9047619047619,0.27277570591369205,72.07101504427024,29.142857142857142,512.0,1877.0,3634.0,3.0,5.093766648907832
126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,19.0,25.0,-0.13636363326446288,-0.006912442388349721,155.3939393939394,0.25460829493087556,62.25941907554812,25.666666666666668,221.0,868.0,1623.0,3.0,4.970046082949309
127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,50.0,95.0,-0.31034482544589775,-0.027556644196229853,160.79032258064515,0.2706674831598285,64.424396025522,25.870967741935484,442.0,1633.0,3186.0,6.0,5.16044090630741
128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,33.0,46.0,-0.16455695994231698,-0.012807881760780413,129.35555555555555,0.2689655172413793,51.84980842911878,22.022222222222222,273.0,1015.0,1897.0,5.0,4.802955665024631
129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,8.0,29.0,-0.567567552227904,-0.030215827294653486,134.4375,0.2776978417266187,53.886079136690654,21.3125,193.0,695.0,1348.0,2.0,5.254676258992806
130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,27.0,63.0,-0.3999999955555556,-0.021089630919103906,200.42307692307693,0.2501464557703574,80.26928935153893,32.26923076923077,427.0,1707.0,3367.0,2.0,5.152899824253075
131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,101.0,33.0,0.5074626827801293,0.03790412483951832,153.8450704225352,0.27814938684503904,61.6492879237521,24.591549295774648,499.0,1794.0,3474.0,0.0,5.154960981047938
132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,35.0,22.0,0.2280701714373654,0.009148486974561233,163.55769230769232,0.2582688247712878,65.52638445298544,26.134615384615383,367.0,1421.0,2688.0,8.0,5.0654468684025336
133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,58.0,34.0,0.2608695623818526,0.023255813930953665,162.38095238095238,0.35658914728682173,65.09501661129569,23.80952380952381,368.0,1032.0,2254.0,1.0,5.680232558139535
134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,11.0,15.0,-0.15384614792899431,-0.010695187137178644,248.7,0.3342245989304813,99.6136898395722,37.2,125.0,374.0,843.0,4.0,5.681818181818182
135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,11.0,7.0,0.2222222098765439,0.011494252840533757,134.28571428571428,0.1925287356321839,53.79129720853859,24.0,67.0,348.0,601.0,7.0,4.477011494252873
136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,1.0,16.0,-0.8823528892733594,-0.03667481653624739,146.0,0.2371638141809291,58.49486552567237,25.3125,97.0,409.0,726.0,5.0,4.76039119804401
137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,5.0,8.0,-0.23076921301775286,-0.012195121901645846,153.33333333333334,0.21138211382113822,61.4178861788618,26.333333333333332,52.0,246.0,433.0,5.0,4.678861788617886
138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,6.0,12.0,-0.3333333148148158,-0.02307692298816568,96.375,0.2846153846153846,38.66384615384615,16.1875,74.0,260.0,529.0,7.0,4.992307692307692
139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,52.0,23.0,0.3866666615111112,0.04662379413726078,114.45714285714286,0.32315112540192925,45.91211759301792,17.62857142857143,201.0,622.0,1303.0,2.0,5.504823151125402
140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,25.0,55.0,-0.37499999531250006,-0.02798507460076019,148.57142857142858,0.2537313432835821,59.53006396588487,24.88095238095238,272.0,1072.0,1947.0,0.0,4.885261194029851
141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,14.0,49.0,-0.5555555467372135,-0.03489531402303558,169.94117647058823,0.22333000997008973,68.06580259222333,29.058823529411764,224.0,1003.0,1806.0,4.0,4.809571286141575
142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,50.0,71.0,-0.17355371757393623,-0.011235955050168028,146.30263157894737,0.2841091492776886,58.63469629129003,24.026315789473685,531.0,1869.0,3582.0,0.0,5.012841091492777
143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,5.0,26.0,-0.677419332986473,-0.03343949039261228,118.0,0.2531847133757962,47.30127388535033,19.59375,159.0,628.0,1208.0,1.0,5.0652866242038215
145,https://insights.blackcoffer.com/blockchain-in-fintech/,21.0,16.0,0.1351351314828343,0.005246589711178815,156.9189189189189,0.25078698845750264,62.86788236295056,25.594594594594593,239.0,953.0,1804.0,2.0,5.1374606505771245
146,https://insights.blackcoffer.com/blockchain-for-payments/,29.0,28.0,0.017543859341335802,0.0010729613722393117,111.73076923076923,0.2821888412017167,44.80518322878838,17.615384615384617,263.0,932.0,1811.0,11.0,5.3068669527897
147,https://insights.blackcoffer.com/the-future-of-investing/,47.0,14.0,0.5409835976887934,0.020560747650740965,159.31666666666666,0.2822429906542056,63.839563862928344,25.933333333333334,453.0,1605.0,3047.0,18.0,5.023676012461059
